Kod,Gmina,Powiat,Wojewodztwo,Rok,Data,Dotacja
221053,Głuszyca (3),Powiat wałbrzyski,DOLNOŚLĄSKIE,2022,2022-02-26,24885727
221042,Czarny Bór (2),Powiat wałbrzyski,DOLNOŚLĄSKIE,2004,2004-08-19,1518433
221042,Czarny Bór (2),Powiat wałbrzyski,DOLNOŚLĄSKIE,2005,2005-12-16,9503305
221042,Czarny Bór (2),Powiat wałbrzyski,DOLNOŚLĄSKIE,2006,2006-01-14,995565
221042,Czarny Bór (2),Powiat wałbrzyski,DOLNOŚLĄSKIE,2007,2007-11-06,4605583
221042,Czarny Bór (2),Powiat wałbrzyski,DOLNOŚLĄSKIE,2008,2008-02-24,11549159
221042,Czarny Bór (2),Powiat wałbrzyski,DOLNOŚLĄSKIE,2009,2009-04-02,11504849
221042,Czarny Bór (2),Powiat wałbrzyski,DOLNOŚLĄSKIE,2010,2010-08-18,7284066
221042,Czarny Bór (2),Powiat wałbrzyski,DOLNOŚLĄSKIE,2011,2011-02-17,12820887
221042,Czarny Bór (2),Powiat wałbrzyski,DOLNOŚLĄSKIE,2012,2012-03-12,19250081
221042,Czarny Bór (2),Powiat wałbrzyski,DOLNOŚLĄSKIE,2013,2013-08-25,14846630
221042,Czarny Bór (2),Powiat wałbrzyski,DOLNOŚLĄSKIE,2014,2014-04-09,11038191
221042,Czarny Bór (2),Powiat wałbrzyski,DOLNOŚLĄSKIE,2015,2015-02-14,157835
221042,Czarny Bór (2),Powiat wałbrzyski,DOLNOŚLĄSKIE,2016,2016-03-29,18777924
221042,Czarny Bór (2),Powiat wałbrzyski,DOLNOŚLĄSKIE,2017,2017-10-17,1218573
221042,Czarny Bór (2),Powiat wałbrzyski,DOLNOŚLĄSKIE,2018,2018-12-01,701662
221042,Czarny Bór (2),Powiat wałbrzyski,DOLNOŚLĄSKIE,2019,2019-07-11,45139416
221042,Czarny Bór (2),Powiat wałbrzyski,DOLNOŚLĄSKIE,2020,2020-04-11,13210515
221042,Czarny Bór (2),Powiat wałbrzyski,DOLNOŚLĄSKIE,2021,2021-04-07,22631566
221042,Czarny Bór (2),Powiat wałbrzyski,DOLNOŚLĄSKIE,2022,2022-12-11,10030487
221031,Szczawno-Zdrój (1),Powiat wałbrzyski,DOLNOŚLĄSKIE,2004,2004-02-23,103935
221031,Szczawno-Zdrój (1),Powiat wałbrzyski,DOLNOŚLĄSKIE,2005,2005-07-03,3014607
221031,Szczawno-Zdrój (1),Powiat wałbrzyski,DOLNOŚLĄSKIE,2006,2006-08-14,1476896
221031,Szczawno-Zdrój (1),Powiat wałbrzyski,DOLNOŚLĄSKIE,2007,2007-06-22,6973036
221031,Szczawno-Zdrój (1),Powiat wałbrzyski,DOLNOŚLĄSKIE,2008,2008-06-19,18034139
221031,Szczawno-Zdrój (1),Powiat wałbrzyski,DOLNOŚLĄSKIE,2009,2009-12-10,20735712
221031,Szczawno-Zdrój (1),Powiat wałbrzyski,DOLNOŚLĄSKIE,2010,2010-07-30,15701244
221031,Szczawno-Zdrój (1),Powiat wałbrzyski,DOLNOŚLĄSKIE,2011,2011-09-13,79985510
221031,Szczawno-Zdrój (1),Powiat wałbrzyski,DOLNOŚLĄSKIE,2012,2012-01-30,3426077
221031,Szczawno-Zdrój (1),Powiat wałbrzyski,DOLNOŚLĄSKIE,2013,2013-03-16,12658744
221031,Szczawno-Zdrój (1),Powiat wałbrzyski,DOLNOŚLĄSKIE,2014,2014-09-04,28150895
221031,Szczawno-Zdrój (1),Powiat wałbrzyski,DOLNOŚLĄSKIE,2015,2015-10-28,37519874
221031,Szczawno-Zdrój (1),Powiat wałbrzyski,DOLNOŚLĄSKIE,2016,2016-06-13,30989101
221031,Szczawno-Zdrój (1),Powiat wałbrzyski,DOLNOŚLĄSKIE,2017,2017-12-28,20611687
221031,Szczawno-Zdrój (1),Powiat wałbrzyski,DOLNOŚLĄSKIE,2018,2018-01-26,640177
221031,Szczawno-Zdrój (1),Powiat wałbrzyski,DOLNOŚLĄSKIE,2019,2019-03-17,20901869
221031,Szczawno-Zdrój (1),Powiat wałbrzyski,DOLNOŚLĄSKIE,2020,2020-08-08,19999581
221031,Szczawno-Zdrój (1),Powiat wałbrzyski,DOLNOŚLĄSKIE,2021,2021-12-30,13453479
221031,Szczawno-Zdrój (1),Powiat wałbrzyski,DOLNOŚLĄSKIE,2022,2022-06-03,10411477
221021,Jedlina-Zdrój (1),Powiat wałbrzyski,DOLNOŚLĄSKIE,2004,2004-12-28,122540
221021,Jedlina-Zdrój (1),Powiat wałbrzyski,DOLNOŚLĄSKIE,2005,2005-03-25,161916
221021,Jedlina-Zdrój (1),Powiat wałbrzyski,DOLNOŚLĄSKIE,2006,2006-02-28,9019423
221021,Jedlina-Zdrój (1),Powiat wałbrzyski,DOLNOŚLĄSKIE,2007,2007-06-12,8487548
221021,Jedlina-Zdrój (1),Powiat wałbrzyski,DOLNOŚLĄSKIE,2008,2008-01-04,12400449
221021,Jedlina-Zdrój (1),Powiat wałbrzyski,DOLNOŚLĄSKIE,2009,2009-11-11,3222970
221021,Jedlina-Zdrój (1),Powiat wałbrzyski,DOLNOŚLĄSKIE,2010,2010-08-08,938049
221021,Jedlina-Zdrój (1),Powiat wałbrzyski,DOLNOŚLĄSKIE,2011,2011-04-30,3903746
221021,Jedlina-Zdrój (1),Powiat wałbrzyski,DOLNOŚLĄSKIE,2012,2012-09-22,35090810
221021,Jedlina-Zdrój (1),Powiat wałbrzyski,DOLNOŚLĄSKIE,2013,2013-01-23,931890
221021,Jedlina-Zdrój (1),Powiat wałbrzyski,DOLNOŚLĄSKIE,2014,2014-06-01,9901940
221021,Jedlina-Zdrój (1),Powiat wałbrzyski,DOLNOŚLĄSKIE,2015,2015-11-29,18295326
221021,Jedlina-Zdrój (1),Powiat wałbrzyski,DOLNOŚLĄSKIE,2016,2016-09-25,6046321
221021,Jedlina-Zdrój (1),Powiat wałbrzyski,DOLNOŚLĄSKIE,2017,2017-04-08,32429610
221021,Jedlina-Zdrój (1),Powiat wałbrzyski,DOLNOŚLĄSKIE,2018,2018-01-15,20348896
221021,Jedlina-Zdrój (1),Powiat wałbrzyski,DOLNOŚLĄSKIE,2019,2019-03-08,3935501
221021,Jedlina-Zdrój (1),Powiat wałbrzyski,DOLNOŚLĄSKIE,2020,2020-07-31,27603718
221021,Jedlina-Zdrój (1),Powiat wałbrzyski,DOLNOŚLĄSKIE,2021,2021-05-28,7019275
221021,Jedlina-Zdrój (1),Powiat wałbrzyski,DOLNOŚLĄSKIE,2022,2022-07-21,18648244
221011,Boguszów-Gorce (1),Powiat wałbrzyski,DOLNOŚLĄSKIE,2004,2004-09-28,3891882
221011,Boguszów-Gorce (1),Powiat wałbrzyski,DOLNOŚLĄSKIE,2005,2005-12-02,3595495
221011,Boguszów-Gorce (1),Powiat wałbrzyski,DOLNOŚLĄSKIE,2006,2006-07-03,10635548
221011,Boguszów-Gorce (1),Powiat wałbrzyski,DOLNOŚLĄSKIE,2007,2007-11-13,9820328
221011,Boguszów-Gorce (1),Powiat wałbrzyski,DOLNOŚLĄSKIE,2008,2008-03-27,1722674
221011,Boguszów-Gorce (1),Powiat wałbrzyski,DOLNOŚLĄSKIE,2009,2009-02-04,118063
221011,Boguszów-Gorce (1),Powiat wałbrzyski,DOLNOŚLĄSKIE,2010,2010-05-22,18549763
221011,Boguszów-Gorce (1),Powiat wałbrzyski,DOLNOŚLĄSKIE,2011,2011-11-06,105280830
221011,Boguszów-Gorce (1),Powiat wałbrzyski,DOLNOŚLĄSKIE,2012,2012-09-14,8888490
221011,Boguszów-Gorce (1),Powiat wałbrzyski,DOLNOŚLĄSKIE,2013,2013-01-29,452443
221011,Boguszów-Gorce (1),Powiat wałbrzyski,DOLNOŚLĄSKIE,2014,2014-09-05,43588492
221011,Boguszów-Gorce (1),Powiat wałbrzyski,DOLNOŚLĄSKIE,2015,2015-10-13,517440
221011,Boguszów-Gorce (1),Powiat wałbrzyski,DOLNOŚLĄSKIE,2016,2016-08-05,1526653
221011,Boguszów-Gorce (1),Powiat wałbrzyski,DOLNOŚLĄSKIE,2017,2017-03-20,3418756
221011,Boguszów-Gorce (1),Powiat wałbrzyski,DOLNOŚLĄSKIE,2018,2018-05-27,14777446
221011,Boguszów-Gorce (1),Powiat wałbrzyski,DOLNOŚLĄSKIE,2019,2019-04-11,5122194
221011,Boguszów-Gorce (1),Powiat wałbrzyski,DOLNOŚLĄSKIE,2020,2020-07-04,358542
221011,Boguszów-Gorce (1),Powiat wałbrzyski,DOLNOŚLĄSKIE,2021,2021-02-19,5006984
221011,Boguszów-Gorce (1),Powiat wałbrzyski,DOLNOŚLĄSKIE,2022,2022-11-19,10451394
220063,Żmigród (3),Powiat trzebnicki,DOLNOŚLĄSKIE,2004,2004-12-01,4241858
220063,Żmigród (3),Powiat trzebnicki,DOLNOŚLĄSKIE,2005,2005-04-09,1463249
220063,Żmigród (3),Powiat trzebnicki,DOLNOŚLĄSKIE,2006,2006-10-20,23570178
220063,Żmigród (3),Powiat trzebnicki,DOLNOŚLĄSKIE,2007,2007-04-18,8554938
220063,Żmigród (3),Powiat trzebnicki,DOLNOŚLĄSKIE,2008,2008-09-26,2227672
220063,Żmigród (3),Powiat trzebnicki,DOLNOŚLĄSKIE,2009,2009-02-18,1868509
220063,Żmigród (3),Powiat trzebnicki,DOLNOŚLĄSKIE,2010,2010-06-20,35325915
220063,Żmigród (3),Powiat trzebnicki,DOLNOŚLĄSKIE,2011,2011-05-04,8920778
220063,Żmigród (3),Powiat trzebnicki,DOLNOŚLĄSKIE,2012,2012-04-27,49904108
220063,Żmigród (3),Powiat trzebnicki,DOLNOŚLĄSKIE,2013,2013-07-28,5060717
220063,Żmigród (3),Powiat trzebnicki,DOLNOŚLĄSKIE,2014,2014-12-28,6871035
220063,Żmigród (3),Powiat trzebnicki,DOLNOŚLĄSKIE,2015,2015-02-19,3165083
220063,Żmigród (3),Powiat trzebnicki,DOLNOŚLĄSKIE,2016,2016-10-30,9338008
220063,Żmigród (3),Powiat trzebnicki,DOLNOŚLĄSKIE,2017,2017-11-17,1926920
220063,Żmigród (3),Powiat trzebnicki,DOLNOŚLĄSKIE,2018,2018-06-24,194482
220063,Żmigród (3),Powiat trzebnicki,DOLNOŚLĄSKIE,2019,2019-08-30,25480479
220063,Żmigród (3),Powiat trzebnicki,DOLNOŚLĄSKIE,2020,2020-05-03,11153447
220063,Żmigród (3),Powiat trzebnicki,DOLNOŚLĄSKIE,2021,2021-09-02,2757279
220063,Żmigród (3),Powiat trzebnicki,DOLNOŚLĄSKIE,2022,2022-01-19,4150743
220042,Wisznia Mała (2),Powiat trzebnicki,DOLNOŚLĄSKIE,2004,2004-08-30,5702871
220042,Wisznia Mała (2),Powiat trzebnicki,DOLNOŚLĄSKIE,2005,2005-05-17,2069578
220042,Wisznia Mała (2),Powiat trzebnicki,DOLNOŚLĄSKIE,2006,2006-03-21,1587061
220042,Wisznia Mała (2),Powiat trzebnicki,DOLNOŚLĄSKIE,2007,2007-02-12,441880
220042,Wisznia Mała (2),Powiat trzebnicki,DOLNOŚLĄSKIE,2008,2008-01-23,6652418
220042,Wisznia Mała (2),Powiat trzebnicki,DOLNOŚLĄSKIE,2009,2009-02-20,9946624
220042,Wisznia Mała (2),Powiat trzebnicki,DOLNOŚLĄSKIE,2010,2010-06-11,8616151
220042,Wisznia Mała (2),Powiat trzebnicki,DOLNOŚLĄSKIE,2011,2011-02-05,34534107
220042,Wisznia Mała (2),Powiat trzebnicki,DOLNOŚLĄSKIE,2012,2012-11-17,24906774
220042,Wisznia Mała (2),Powiat trzebnicki,DOLNOŚLĄSKIE,2013,2013-06-07,35928004
220042,Wisznia Mała (2),Powiat trzebnicki,DOLNOŚLĄSKIE,2014,2014-11-18,21476405
220042,Wisznia Mała (2),Powiat trzebnicki,DOLNOŚLĄSKIE,2015,2015-10-31,27789560
220042,Wisznia Mała (2),Powiat trzebnicki,DOLNOŚLĄSKIE,2016,2016-10-19,4978828
220042,Wisznia Mała (2),Powiat trzebnicki,DOLNOŚLĄSKIE,2017,2017-05-27,2696732
220042,Wisznia Mała (2),Powiat trzebnicki,DOLNOŚLĄSKIE,2018,2018-06-19,7688102
220042,Wisznia Mała (2),Powiat trzebnicki,DOLNOŚLĄSKIE,2019,2019-05-10,68736479
220042,Wisznia Mała (2),Powiat trzebnicki,DOLNOŚLĄSKIE,2020,2020-01-22,2616641
220042,Wisznia Mała (2),Powiat trzebnicki,DOLNOŚLĄSKIE,2021,2021-09-23,75471880
220042,Wisznia Mała (2),Powiat trzebnicki,DOLNOŚLĄSKIE,2022,2022-04-02,4286973
220033,Trzebnica (3),Powiat trzebnicki,DOLNOŚLĄSKIE,2004,2004-02-22,3985234
220033,Trzebnica (3),Powiat trzebnicki,DOLNOŚLĄSKIE,2005,2005-04-03,183902
220033,Trzebnica (3),Powiat trzebnicki,DOLNOŚLĄSKIE,2006,2006-09-22,6196
220033,Trzebnica (3),Powiat trzebnicki,DOLNOŚLĄSKIE,2007,2007-07-02,6770195
220033,Trzebnica (3),Powiat trzebnicki,DOLNOŚLĄSKIE,2008,2008-04-03,1528718
220033,Trzebnica (3),Powiat trzebnicki,DOLNOŚLĄSKIE,2009,2009-06-04,54207529
220033,Trzebnica (3),Powiat trzebnicki,DOLNOŚLĄSKIE,2010,2010-11-21,3027685
220033,Trzebnica (3),Powiat trzebnicki,DOLNOŚLĄSKIE,2011,2011-02-20,2172837
220033,Trzebnica (3),Powiat trzebnicki,DOLNOŚLĄSKIE,2012,2012-01-10,21303744
220033,Trzebnica (3),Powiat trzebnicki,DOLNOŚLĄSKIE,2013,2013-08-01,20934789
220033,Trzebnica (3),Powiat trzebnicki,DOLNOŚLĄSKIE,2014,2014-05-07,10936981
220033,Trzebnica (3),Powiat trzebnicki,DOLNOŚLĄSKIE,2015,2015-08-19,23489539
220033,Trzebnica (3),Powiat trzebnicki,DOLNOŚLĄSKIE,2016,2016-09-04,7455778
220033,Trzebnica (3),Powiat trzebnicki,DOLNOŚLĄSKIE,2017,2017-06-07,21034557
220033,Trzebnica (3),Powiat trzebnicki,DOLNOŚLĄSKIE,2018,2018-12-25,14245611
220033,Trzebnica (3),Powiat trzebnicki,DOLNOŚLĄSKIE,2019,2019-04-20,19666184
220033,Trzebnica (3),Powiat trzebnicki,DOLNOŚLĄSKIE,2020,2020-07-18,22829792
220033,Trzebnica (3),Powiat trzebnicki,DOLNOŚLĄSKIE,2021,2021-03-21,26180144
220033,Trzebnica (3),Powiat trzebnicki,DOLNOŚLĄSKIE,2022,2022-01-09,782147
220013,Oborniki Śląskie (3),Powiat trzebnicki,DOLNOŚLĄSKIE,2004,2004-01-16,1754368
220013,Oborniki Śląskie (3),Powiat trzebnicki,DOLNOŚLĄSKIE,2005,2005-04-13,1546591
220013,Oborniki Śląskie (3),Powiat trzebnicki,DOLNOŚLĄSKIE,2006,2006-12-25,341284
220013,Oborniki Śląskie (3),Powiat trzebnicki,DOLNOŚLĄSKIE,2007,2007-10-10,402411
220013,Oborniki Śląskie (3),Powiat trzebnicki,DOLNOŚLĄSKIE,2008,2008-04-10,15767742
220013,Oborniki Śląskie (3),Powiat trzebnicki,DOLNOŚLĄSKIE,2009,2009-04-03,3625968
220013,Oborniki Śląskie (3),Powiat trzebnicki,DOLNOŚLĄSKIE,2010,2010-04-15,9855915
220013,Oborniki Śląskie (3),Powiat trzebnicki,DOLNOŚLĄSKIE,2011,2011-11-28,448499
220013,Oborniki Śląskie (3),Powiat trzebnicki,DOLNOŚLĄSKIE,2012,2012-10-08,360800
220013,Oborniki Śląskie (3),Powiat trzebnicki,DOLNOŚLĄSKIE,2013,2013-01-29,25181608
220013,Oborniki Śląskie (3),Powiat trzebnicki,DOLNOŚLĄSKIE,2014,2014-09-26,937120
220013,Oborniki Śląskie (3),Powiat trzebnicki,DOLNOŚLĄSKIE,2015,2015-11-14,2946817
220013,Oborniki Śląskie (3),Powiat trzebnicki,DOLNOŚLĄSKIE,2016,2016-06-10,7441683
220013,Oborniki Śląskie (3),Powiat trzebnicki,DOLNOŚLĄSKIE,2017,2017-03-28,13136141
220013,Oborniki Śląskie (3),Powiat trzebnicki,DOLNOŚLĄSKIE,2018,2018-01-22,848670
220013,Oborniki Śląskie (3),Powiat trzebnicki,DOLNOŚLĄSKIE,2019,2019-06-13,2675194
220013,Oborniki Śląskie (3),Powiat trzebnicki,DOLNOŚLĄSKIE,2020,2020-08-12,289621
220013,Oborniki Śląskie (3),Powiat trzebnicki,DOLNOŚLĄSKIE,2021,2021-10-19,3111380
220013,Oborniki Śląskie (3),Powiat trzebnicki,DOLNOŚLĄSKIE,2022,2022-12-18,22541066
401011,Aleksandrów Kujawski (1),Powiat aleksandrowski,KUJAWSKO-POMORSKIE,2004,2004-04-01,8867542
401011,Aleksandrów Kujawski (1),Powiat aleksandrowski,KUJAWSKO-POMORSKIE,2005,2005-08-17,5465934
401011,Aleksandrów Kujawski (1),Powiat aleksandrowski,KUJAWSKO-POMORSKIE,2006,2006-07-18,5393108
401011,Aleksandrów Kujawski (1),Powiat aleksandrowski,KUJAWSKO-POMORSKIE,2007,2007-04-08,9269964
401011,Aleksandrów Kujawski (1),Powiat aleksandrowski,KUJAWSKO-POMORSKIE,2008,2008-07-30,36079482
401011,Aleksandrów Kujawski (1),Powiat aleksandrowski,KUJAWSKO-POMORSKIE,2009,2009-02-06,3572860
401011,Aleksandrów Kujawski (1),Powiat aleksandrowski,KUJAWSKO-POMORSKIE,2010,2010-12-26,22121159
401011,Aleksandrów Kujawski (1),Powiat aleksandrowski,KUJAWSKO-POMORSKIE,2011,2011-08-09,2094663
401011,Aleksandrów Kujawski (1),Powiat aleksandrowski,KUJAWSKO-POMORSKIE,2012,2012-12-22,36872169
401011,Aleksandrów Kujawski (1),Powiat aleksandrowski,KUJAWSKO-POMORSKIE,2013,2013-06-14,7036891
401011,Aleksandrów Kujawski (1),Powiat aleksandrowski,KUJAWSKO-POMORSKIE,2014,2014-05-08,4660522
401011,Aleksandrów Kujawski (1),Powiat aleksandrowski,KUJAWSKO-POMORSKIE,2015,2015-09-11,169165
401011,Aleksandrów Kujawski (1),Powiat aleksandrowski,KUJAWSKO-POMORSKIE,2016,2016-02-01,2904552
401011,Aleksandrów Kujawski (1),Powiat aleksandrowski,KUJAWSKO-POMORSKIE,2017,2017-06-08,2151235
401011,Aleksandrów Kujawski (1),Powiat aleksandrowski,KUJAWSKO-POMORSKIE,2018,2018-04-05,3726645
401011,Aleksandrów Kujawski (1),Powiat aleksandrowski,KUJAWSKO-POMORSKIE,2019,2019-12-23,52979949
401011,Aleksandrów Kujawski (1),Powiat aleksandrowski,KUJAWSKO-POMORSKIE,2020,2020-12-01,23348557
401011,Aleksandrów Kujawski (1),Powiat aleksandrowski,KUJAWSKO-POMORSKIE,2021,2021-12-23,47453870
401011,Aleksandrów Kujawski (1),Powiat aleksandrowski,KUJAWSKO-POMORSKIE,2022,2022-12-28,12052745
401052,Bądkowo (2),Powiat aleksandrowski,KUJAWSKO-POMORSKIE,2004,2004-02-03,1550579
401052,Bądkowo (2),Powiat aleksandrowski,KUJAWSKO-POMORSKIE,2005,2005-04-11,9662852
401052,Bądkowo (2),Powiat aleksandrowski,KUJAWSKO-POMORSKIE,2006,2006-02-10,3459776
401052,Bądkowo (2),Powiat aleksandrowski,KUJAWSKO-POMORSKIE,2007,2007-10-01,1111560
401052,Bądkowo (2),Powiat aleksandrowski,KUJAWSKO-POMORSKIE,2008,2008-04-10,7553801
401052,Bądkowo (2),Powiat aleksandrowski,KUJAWSKO-POMORSKIE,2009,2009-08-13,18313752
401052,Bądkowo (2),Powiat aleksandrowski,KUJAWSKO-POMORSKIE,2010,2010-07-09,75414265
401052,Bądkowo (2),Powiat aleksandrowski,KUJAWSKO-POMORSKIE,2011,2011-02-18,35509587
401052,Bądkowo (2),Powiat aleksandrowski,KUJAWSKO-POMORSKIE,2012,2012-02-23,23789595
401052,Bądkowo (2),Powiat aleksandrowski,KUJAWSKO-POMORSKIE,2013,2013-03-10,1538057
401052,Bądkowo (2),Powiat aleksandrowski,KUJAWSKO-POMORSKIE,2014,2014-11-17,78638985
401052,Bądkowo (2),Powiat aleksandrowski,KUJAWSKO-POMORSKIE,2015,2015-01-13,1721915
401052,Bądkowo (2),Powiat aleksandrowski,KUJAWSKO-POMORSKIE,2016,2016-10-12,29320847
401052,Bądkowo (2),Powiat aleksandrowski,KUJAWSKO-POMORSKIE,2017,2017-01-08,1799097
401052,Bądkowo (2),Powiat aleksandrowski,KUJAWSKO-POMORSKIE,2018,2018-12-11,3586803
401052,Bądkowo (2),Powiat aleksandrowski,KUJAWSKO-POMORSKIE,2019,2019-03-05,2295733
401052,Bądkowo (2),Powiat aleksandrowski,KUJAWSKO-POMORSKIE,2020,2020-04-15,38393146
401052,Bądkowo (2),Powiat aleksandrowski,KUJAWSKO-POMORSKIE,2021,2021-05-26,271757
401052,Bądkowo (2),Powiat aleksandrowski,KUJAWSKO-POMORSKIE,2022,2022-12-15,44040947
218012,Kostomłoty (2),Powiat średzki,DOLNOŚLĄSKIE,2004,2004-02-15,869899
218012,Kostomłoty (2),Powiat średzki,DOLNOŚLĄSKIE,2005,2005-12-29,1512610
218012,Kostomłoty (2),Powiat średzki,DOLNOŚLĄSKIE,2006,2006-10-18,4452528
218012,Kostomłoty (2),Powiat średzki,DOLNOŚLĄSKIE,2007,2007-10-16,802203
218012,Kostomłoty (2),Powiat średzki,DOLNOŚLĄSKIE,2008,2008-07-06,17606933
218012,Kostomłoty (2),Powiat średzki,DOLNOŚLĄSKIE,2009,2009-09-02,3734980
218012,Kostomłoty (2),Powiat średzki,DOLNOŚLĄSKIE,2010,2010-08-17,4998495
218012,Kostomłoty (2),Powiat średzki,DOLNOŚLĄSKIE,2011,2011-07-17,35012385
218012,Kostomłoty (2),Powiat średzki,DOLNOŚLĄSKIE,2012,2012-07-22,5290999
218012,Kostomłoty (2),Powiat średzki,DOLNOŚLĄSKIE,2013,2013-07-08,46547945
218012,Kostomłoty (2),Powiat średzki,DOLNOŚLĄSKIE,2014,2014-05-07,7567807
218012,Kostomłoty (2),Powiat średzki,DOLNOŚLĄSKIE,2015,2015-09-08,39231021
218012,Kostomłoty (2),Powiat średzki,DOLNOŚLĄSKIE,2016,2016-01-08,24406193
218012,Kostomłoty (2),Powiat średzki,DOLNOŚLĄSKIE,2017,2017-06-14,6539728
218012,Kostomłoty (2),Powiat średzki,DOLNOŚLĄSKIE,2018,2018-06-27,90304
218012,Kostomłoty (2),Powiat średzki,DOLNOŚLĄSKIE,2019,2019-09-24,871011
218012,Kostomłoty (2),Powiat średzki,DOLNOŚLĄSKIE,2020,2020-02-22,8316095
218012,Kostomłoty (2),Powiat średzki,DOLNOŚLĄSKIE,2021,2021-08-20,13250211
218012,Kostomłoty (2),Powiat średzki,DOLNOŚLĄSKIE,2022,2022-10-19,17686350
218022,Malczyce (2),Powiat średzki,DOLNOŚLĄSKIE,2004,2004-07-02,942168
218022,Malczyce (2),Powiat średzki,DOLNOŚLĄSKIE,2005,2005-10-21,2037675
218022,Malczyce (2),Powiat średzki,DOLNOŚLĄSKIE,2006,2006-03-23,3778535
218022,Malczyce (2),Powiat średzki,DOLNOŚLĄSKIE,2007,2007-02-24,6821853
218022,Malczyce (2),Powiat średzki,DOLNOŚLĄSKIE,2008,2008-10-31,24369348
218022,Malczyce (2),Powiat średzki,DOLNOŚLĄSKIE,2009,2009-09-09,8473072
218022,Malczyce (2),Powiat średzki,DOLNOŚLĄSKIE,2010,2010-04-02,27306731
218022,Malczyce (2),Powiat średzki,DOLNOŚLĄSKIE,2011,2011-01-14,47100050
218022,Malczyce (2),Powiat średzki,DOLNOŚLĄSKIE,2012,2012-01-01,491506
218022,Malczyce (2),Powiat średzki,DOLNOŚLĄSKIE,2013,2013-08-22,32113967
218022,Malczyce (2),Powiat średzki,DOLNOŚLĄSKIE,2014,2014-04-21,15323065
218022,Malczyce (2),Powiat średzki,DOLNOŚLĄSKIE,2015,2015-01-17,4467681
218022,Malczyce (2),Powiat średzki,DOLNOŚLĄSKIE,2016,2016-11-19,18736673
218022,Malczyce (2),Powiat średzki,DOLNOŚLĄSKIE,2017,2017-11-19,3038098
218022,Malczyce (2),Powiat średzki,DOLNOŚLĄSKIE,2018,2018-09-15,177121168
218022,Malczyce (2),Powiat średzki,DOLNOŚLĄSKIE,2019,2019-05-04,17557935
218022,Malczyce (2),Powiat średzki,DOLNOŚLĄSKIE,2020,2020-02-27,43043392
218022,Malczyce (2),Powiat średzki,DOLNOŚLĄSKIE,2021,2021-05-02,5232792
218022,Malczyce (2),Powiat średzki,DOLNOŚLĄSKIE,2022,2022-04-19,2983500
218032,Miękinia (2),Powiat średzki,DOLNOŚLĄSKIE,2004,2004-07-16,2497092
218032,Miękinia (2),Powiat średzki,DOLNOŚLĄSKIE,2005,2005-10-22,787753
218032,Miękinia (2),Powiat średzki,DOLNOŚLĄSKIE,2006,2006-12-24,16249831
218032,Miękinia (2),Powiat średzki,DOLNOŚLĄSKIE,2007,2007-11-20,4897047
218032,Miękinia (2),Powiat średzki,DOLNOŚLĄSKIE,2008,2008-03-19,132605
218032,Miękinia (2),Powiat średzki,DOLNOŚLĄSKIE,2009,2009-05-27,8115273
218032,Miękinia (2),Powiat średzki,DOLNOŚLĄSKIE,2010,2010-07-05,1719984
218032,Miękinia (2),Powiat średzki,DOLNOŚLĄSKIE,2011,2011-08-11,11156907
218032,Miękinia (2),Powiat średzki,DOLNOŚLĄSKIE,2012,2012-07-15,9420293
218032,Miękinia (2),Powiat średzki,DOLNOŚLĄSKIE,2013,2013-10-31,2250528
218032,Miękinia (2),Powiat średzki,DOLNOŚLĄSKIE,2014,2014-04-11,1553249
218032,Miękinia (2),Powiat średzki,DOLNOŚLĄSKIE,2015,2015-08-11,25989232
218032,Miękinia (2),Powiat średzki,DOLNOŚLĄSKIE,2016,2016-05-08,44388388
218032,Miękinia (2),Powiat średzki,DOLNOŚLĄSKIE,2017,2017-01-27,56000353
218032,Miękinia (2),Powiat średzki,DOLNOŚLĄSKIE,2018,2018-09-20,26171598
218032,Miękinia (2),Powiat średzki,DOLNOŚLĄSKIE,2019,2019-07-25,49701402
218032,Miękinia (2),Powiat średzki,DOLNOŚLĄSKIE,2020,2020-02-09,73557704
218032,Miękinia (2),Powiat średzki,DOLNOŚLĄSKIE,2021,2021-01-25,8248855
218032,Miękinia (2),Powiat średzki,DOLNOŚLĄSKIE,2022,2022-07-18,23348231
218043,Środa Śląska (3),Powiat średzki,DOLNOŚLĄSKIE,2004,2004-11-22,1500432
218043,Środa Śląska (3),Powiat średzki,DOLNOŚLĄSKIE,2005,2005-08-21,594111
218043,Środa Śląska (3),Powiat średzki,DOLNOŚLĄSKIE,2006,2006-10-27,7976291
218043,Środa Śląska (3),Powiat średzki,DOLNOŚLĄSKIE,2007,2007-04-28,3073448
218043,Środa Śląska (3),Powiat średzki,DOLNOŚLĄSKIE,2008,2008-10-17,7909289
218043,Środa Śląska (3),Powiat średzki,DOLNOŚLĄSKIE,2009,2009-10-18,7288363
218043,Środa Śląska (3),Powiat średzki,DOLNOŚLĄSKIE,2010,2010-06-09,9165829
218043,Środa Śląska (3),Powiat średzki,DOLNOŚLĄSKIE,2011,2011-02-20,14328372
218043,Środa Śląska (3),Powiat średzki,DOLNOŚLĄSKIE,2012,2012-11-26,4716444
218043,Środa Śląska (3),Powiat średzki,DOLNOŚLĄSKIE,2013,2013-11-20,9670211
218043,Środa Śląska (3),Powiat średzki,DOLNOŚLĄSKIE,2014,2014-04-16,3580771
218043,Środa Śląska (3),Powiat średzki,DOLNOŚLĄSKIE,2015,2015-08-10,4589005
